Car_Body,Car_Name,Year,Engine,Transmission,Fueltype,Mileage,Price
Hatchback,Vitz,2019,996,Automatic,Petrol,51780,4265000
Crossover,Vezel,2015,1500,Automatic,Petrol,62000,5800000
Hatchback,Mira,2020,660,Automatic,Petrol,36000,3950000
Hatchback,Passo,2016,1000,Automatic,Petrol,55000,3250000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,95000,4600000
Hatchback,Pearl,2021,800,Manual,Petrol,22902,1350000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,100000,4700000
Compact SUV,Oshan,2022,1499,Automatic,Petrol,24000,9000000
Hatchback,Boon,2018,996,Automatic,Petrol,86706,4000000
Hatchback,Mira,2020,660,Automatic,Petrol,21000,3685000
Crossover,Vezel,2017,1500,Automatic,Hybrid,100000,7500000
Hatchback,Mira,2022,660,Automatic,Petrol,1830,3800000
Crossover,HS,2021,1500,Automatic,Petrol,14500,7500000
Sedan,Corolla,2021,1800,Automatic,Petrol,40000,6950000
Station Wagon,Corolla,2015,1500,Automatic,Hybrid,117933,5600000
Crossover,C-HR,2020,1800,Automatic,Hybrid,40520,9700000
Hatchback,Note,2020,1198,Automatic,Hybrid,45000,4700000
Micro Van,Every,2018,660,Automatic,Petrol,160000,3250000
Sedan,Alsvin,2021,1300,Manual,Petrol,64000,2795000
Hatchback,Aqua,2016,1500,Automatic,Hybrid,63000,4700000
Hatchback,Hustler,2020,660,Automatic,Hybrid,18562,4200000
Hatchback,Vitz,2015,1000,Automatic,Petrol,222222,3350000
Hatchback,Dayz,2020,660,Automatic,Hybrid,9200,3550000
Micro Van,Every,2020,660,Automatic,Petrol,103000,2850000
Micro Van,Every,2016,660,Automatic,Petrol,57500,2550000
Hatchback,Vitz,2019,1000,Automatic,Petrol,30000,4275000
Hatchback,Hustler,2019,660,Automatic,Petrol,14407,2890000
SUV,Tucson,2020,1999,Automatic,Petrol,50000,7950000
Sedan,A4,2017,1400,Automatic,Petrol,68000,9450000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,60000,5125000
Hatchback,Vitz,2018,1300,Automatic,Petrol,90000,3985000
SUV,Tucson,2022,1999,Automatic,Petrol,37000,8500000
Sedan,Elantra,2021,1999,Automatic,Petrol,23615,6500000
Sedan,Corolla,2020,1500,Automatic,Hybrid,37000,7800000
Sedan,Benz,2016,1500,Automatic,Petrol,37000,16800000
Hatchback,Dayz,2015,660,Automatic,Petrol,67000,2750000
Crossover,Yaris,2020,1490,Automatic,Hybrid,22800,10000000
Hatchback,Passo,2016,1000,Automatic,Petrol,75000,3295000
Compact SUV,ZS,2021,1490,Automatic,Petrol,62000,4600000
Hatchback,Wagon,2018,660,Automatic,Hybrid,135000,3550000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,161000,4100000
Hatchback,N,2018,660,Automatic,Petrol,24300,3285000
SUV,Prado,2017,2700,Automatic,Petrol,87000,26500000
Sedan,Insight,2020,1500,Automatic,Hybrid,28628,12100000
Hatchback,Mira,2018,660,Automatic,Petrol,35900,3370000
Station Wagon,Corolla,2017,1500,Automatic,Petrol,117221,5800000
Van,Hiace,2018,2700,Automatic,Petrol,63673,6650000
Hatchback,Mira,2020,660,Automatic,Petrol,40125,3750000
Sedan,Elantra,2022,1999,Automatic,Petrol,11900,6720000
Hatchback,Mira,2018,660,Automatic,Petrol,51000,3175000
Hatchback,Wagon,2015,660,Automatic,Petrol,68000,2600000
Hatchback,Move,2020,660,Automatic,Petrol,21000,3450000
Hatchback,Hustler,2018,660,Automatic,Petrol,68500,3200000
SUV,CR-V,2019,2000,Manual,Diesel,130000,5500000
Hatchback,Note,2020,1198,Automatic,Hybrid,15252,5300000
Hatchback,Dayz,2018,660,Automatic,Petrol,35000,3190000
Crossover,Tiggo,2022,1598,Automatic,Petrol,11500,9700000
Compact SUV,ZS,2021,1490,Automatic,Petrol,18000,5500000
Crossover,Raize,2020,996,Automatic,Petrol,30000,5500000
Hatchback,Aqua,2020,1500,Automatic,Hybrid,94000,7250000
Hatchback,Dayz,2020,660,Automatic,Hybrid,4550,3200000
Hatchback,Passo,2020,1000,Automatic,Petrol,23000,3980000
Hatchback,Mira,2020,660,Automatic,Petrol,10500,3500000
Sedan,Benz,2015,1600,Automatic,Petrol,55000,13200000
Hatchback,Mira,2017,660,Automatic,Petrol,79000,3150000
Hatchback,Passo,2016,1000,Automatic,Petrol,98000,3200000
SUV,Sportage,2021,1999,Automatic,Petrol,60000,7500000
Hatchback,Note,2017,1198,Automatic,Hybrid,88000,5000000
Crossover,Glory,2021,1498,Automatic,Petrol,14000,6200000
Hatchback,Dayz,2021,660,Automatic,Petrol,20000,3690000
Coupe,MX,2018,2000,Automatic,Petrol,11000,12500000
Hatchback,Wagon,2015,660,Automatic,Petrol,77600,2170000
Hatchback,Move,2017,660,Automatic,Petrol,95000,1870000
Hatchback,Ek,2016,660,Automatic,Petrol,82000,2475000
Crossover,C-HR,2018,1800,Automatic,Hybrid,60000,8850000
SUV,Land,2018,4600,Automatic,Petrol,42000,52800000
Hatchback,Passo,2020,1000,Automatic,Petrol,1900,4800000
Hatchback,Passo,2019,1000,Automatic,Petrol,63000,4000000
Station Wagon,Corolla,2018,1500,Automatic,Hybrid,120000,8300000
Hatchback,Passo,2015,1000,Automatic,Petrol,64000,2675000
Hatchback,Jade,2015,1500,Automatic,Hybrid,40000,4800000
Hatchback,Mira,2019,660,Automatic,Petrol,52000,3500000
Crossover,C-HR,2018,1800,Automatic,Hybrid,57415,9790000
SUV,LX,2018,5700,Automatic,Petrol,36000,70000000
SUV,Prado,2018,2700,Automatic,Petrol,35000,32500000
Micro Van,Every,2019,660,Automatic,Petrol,134000,2800000
Hatchback,Vitz,2017,1500,Automatic,Hybrid,101500,4475000
Hatchback,Passo,2016,1000,Automatic,Petrol,75000,3190000
Crossover,RX,2018,3500,Automatic,Hybrid,24000,38200000
Crossover,Xbee,2018,1000,Automatic,Hybrid,41000,3700000
Crossover,C-HR,2018,1800,Automatic,Hybrid,39000,8450000
Hatchback,Alto,2020,660,Automatic,Petrol,100000,3500000
Micro Van,Every,2018,660,Automatic,Petrol,63000,2800000
SUV,Land,2017,4600,Automatic,Petrol,25000,51000000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,100500,4500000
SUV,Land,2017,4600,Automatic,Petrol,50000,43900000
SUV,Land,2018,4600,Automatic,Petrol,12000,53400000
Hatchback,Mira,2019,660,Automatic,Petrol,20000,3450000
Hatchback,Passo,2020,1000,Automatic,Petrol,39000,4050000
SUV,Land,2022,3500,Automatic,Petrol,100,97500000
Sedan,Benz,2022,1496,Automatic,Petrol,2000,36700000
Sedan,Crown,2015,2500,Automatic,Petrol,49000,15500000
Crossover,Glory,2021,1500,Automatic,Petrol,33000,5000000
Sedan,Premio,2019,1500,Automatic,Petrol,17500,10500000
Mini Van,Karvaan,2022,999,Manual,Petrol,56000,2550000
Hatchback,Note,2018,1200,Automatic,Hybrid,109000,4350000
Micro Van,Every,2021,660,Automatic,Petrol,13000,3850000
Sedan,City,2015,1300,Manual,Petrol,115000,2850000
Hatchback,Dayz,2018,660,Automatic,Petrol,77249,3200000
Hatchback,Fit,2016,1500,Automatic,Hybrid,52357,4500000
Micro Van,Every,2017,660,Automatic,Petrol,145000,2280000
Hatchback,Passo,2017,1000,Automatic,Petrol,63000,3650000
Convertible,Benz,2018,1600,Automatic,Petrol,41000,27000000
SUV,Land,2020,4600,Automatic,Petrol,80,70000000
Pick Up,Tacoma,2016,3500,Automatic,Petrol,95000,15000000
Hatchback,Mira,2019,660,Automatic,Petrol,25000,3350000
Hatchback,Wagon,2015,660,Automatic,Petrol,60000,2760000
Sedan,Elantra,2021,2000,Automatic,Petrol,42786,6000000
Sedan,Corolla,2018,1300,Manual,Petrol,60471,4500000
Crossover,C-HR,2018,1797,Automatic,Hybrid,35997,9000000
Hatchback,Mehran,2017,796,Manual,Petrol,76000,1390000
SUV,Prado,2018,2700,Automatic,Petrol,46000,30800000
Sedan,A4,2019,1400,Automatic,Petrol,54000,14000000
Sedan,Benz,2020,1600,Automatic,Petrol,13653,22000000
Crossover,HS,2022,1500,Automatic,Petrol,1000,8350000
Crossover,Vezel,2019,1500,Automatic,Hybrid,88000,6900000
Crossover,Vezel,2016,1500,Automatic,Hybrid,110650,5800000
Crossover,HS,2022,1500,Automatic,Petrol,13000,8200000
Sedan,Benz,2019,1600,Automatic,Petrol,54205,20000000
Hatchback,Mira,2019,660,Automatic,Petrol,35000,3375000
Hatchback,Mira,2015,660,Automatic,Petrol,66000,2750000
Hatchback,Move,2015,660,Automatic,Petrol,95000,2885000
SUV,Prado,2017,2700,Automatic,Petrol,42000,28000000
Crossover,Vezel,2016,1500,Automatic,Hybrid,77285,5850000
Crossover,Vezel,2019,1500,Automatic,Petrol,24500,8100000
Hatchback,Jade,2015,1500,Automatic,Hybrid,132696,5500000
Sedan,Civic,2017,1800,Automatic,Petrol,52000,4850000
Hatchback,Passo,2020,1000,Automatic,Petrol,100000,4450000
Sedan,Prius,2019,1800,Automatic,Petrol,40932,12000000
Sedan,Corolla,2018,1300,Manual,Petrol,85000,4500000
Hatchback,N,2015,660,Automatic,Petrol,60000,2750000
Crossover,HS,2022,1490,Automatic,Petrol,1008,8250000
Hatchback,Cast,2019,660,Automatic,Petrol,22500,3450000
Hatchback,Dayz,2016,660,Automatic,Petrol,67000,2470000
Crossover,Ek,2019,660,Automatic,Hybrid,10000,3850000
SUV,Prado,2017,2700,Automatic,Petrol,28484,28700000
SUV,Prado,2018,2700,Automatic,Petrol,36000,28700000
Hatchback,Move,2018,660,Automatic,Petrol,130000,3350000
SUV,X70,2021,1500,Automatic,Petrol,39000,7600000
Hatchback,Wagon,2020,660,Automatic,Hybrid,23000,4000000
Crossover,C-HR,2019,1800,Automatic,Hybrid,81000,8890000
Hatchback,Moco,2016,660,Automatic,Petrol,135000,1895000
Hatchback,Vitz,2016,1000,Automatic,Petrol,85000,3465000
Hatchback,Passo,2020,1000,Automatic,Petrol,17000,3980000
Hatchback,Carol,2016,660,Automatic,Petrol,177000,2550000
SUV,Prado,2017,2700,Automatic,Petrol,37000,31500000
Sedan,A3,2017,1200,Automatic,Petrol,156000,7000000
Sedan,Corolla,2019,1800,Automatic,Petrol,17000,5900000
Hatchback,Dayz,2019,660,Automatic,Petrol,20000,3290000
SUV,Land,2018,4600,Automatic,Petrol,36000,55000000
SUV,Prado,2018,2700,Automatic,Petrol,67000,33500000
MPV,Prius,2018,1800,Automatic,Petrol,160704,7500000
Hatchback,N,2021,660,Automatic,Petrol,17000,3845000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,118000,4650000
SUV,Prado,2018,2700,Automatic,Petrol,13500,31000000
Sedan,Benz,2019,1600,Automatic,Petrol,35000,20500000
Hatchback,Passo,2015,1000,Automatic,Petrol,77000,2980000
Hatchback,Alto,2019,660,Automatic,Petrol,20000,3200000
Crossover,Raize,2020,1000,Automatic,Petrol,7800,7220000
Hatchback,Wagon,2020,660,Automatic,Hybrid,14389,4000000
Hatchback,Mira,2022,660,Automatic,Petrol,17933,3850000
Hatchback,Vitz,2017,996,Automatic,Petrol,45000,4500000
Crossover,HS,2021,1500,Automatic,Petrol,42000,6850000
Hatchback,Mira,2015,660,Automatic,Petrol,87450,2750000
Mini Vehicles,Taft,2021,660,Automatic,Petrol,6400,4700000
Sedan,City,2017,1300,Automatic,Petrol,53000,3550000
Crossover,Vezel,2019,1500,Automatic,Hybrid,65000,8000000
SUV,Sportage,2021,1999,Automatic,Petrol,38000,6220000
Crossover,Raize,2020,1000,Automatic,Petrol,70,5650000
Hatchback,Alto,2015,660,Automatic,Petrol,115000,2435000
Sedan,Civic,2017,1800,Automatic,Petrol,80000,4650000
SUV,Prado,2019,2700,Automatic,Petrol,27329,33000000
Micro Van,Every,2017,660,Automatic,Petrol,145000,2500000
Hatchback,Alto,2020,660,Automatic,Petrol,16000,3300000
Hatchback,Vitz,2015,1000,Automatic,Petrol,78000,3045000
Van,Sienta,2019,1500,Automatic,Petrol,32000,6950000
SUV,Prado,2018,2700,Automatic,Petrol,43000,26500000
SUV,Land,2018,4600,Automatic,Petrol,31000,51500000
Mini Van,Note,2016,1200,Automatic,Hybrid,86000,3875000
Hatchback,Note,2017,1198,Automatic,Hybrid,55000,4075000
Hatchback,Mira,2019,660,Automatic,Petrol,28000,3490000
Hatchback,Mira,2015,660,Automatic,Petrol,70000,3000000
Hatchback,Vitz,2019,1000,Automatic,Petrol,52851,4500000
Crossover,Vezel,2015,1500,Automatic,Hybrid,69700,5600000
Crossover,C-HR,2018,1800,Automatic,Hybrid,73000,9550000
Sedan,Insight,2019,1500,Automatic,Hybrid,82500,10500000
Hatchback,Hustler,2016,660,Automatic,Petrol,41000,2795000
Sedan,A6,2020,1984,Automatic,Petrol,17000,31000000
Hatchback,EK,2020,660,Automatic,Petrol,11500,4050000
Hatchback,Dayz,2016,660,Automatic,Petrol,84000,2850000
Station Wagon,Corolla,2015,1500,Automatic,Hybrid,180000,4800000
Hatchback,Passo,2020,1000,Automatic,Petrol,13000,4200000
SUV,Tucson,2022,2000,Automatic,Petrol,2100,9150000
Sedan,Sonata,2022,2497,Automatic,Petrol,12500,11200000
Hatchback,Mira,2020,660,Automatic,Petrol,2500,3650000
Crossover,Vezel,2018,1500,Automatic,Hybrid,66000,7250000
MPV,Freed,2022,1500,Automatic,Hybrid,1,6500000
MPV,Avanza,2020,1500,Manual,Petrol,17000,6250000
Hatchback,Vitz,2016,1000,Automatic,Petrol,61500,3495000
Mini Van,Hijet,2017,660,Automatic,Petrol,43000,2550000
Hatchback,Mira,2021,660,Automatic,Petrol,2200,3925000
Hatchback,N,2017,660,Automatic,Petrol,34000,3300000
SUV,Land,2016,4600,Automatic,Petrol,50000,46500000
Crossover,C-HR,2018,1800,Automatic,Hybrid,70000,9000000
Crossover,C-HR,2017,1800,Automatic,Hybrid,86349,8400000
Hatchback,Wagon,2021,660,Automatic,Hybrid,10500,4300000
Sedan,Corolla,2018,1800,Automatic,Petrol,50000,5600000
Compact SUV,H6,2022,1500,Automatic,Petrol,22500,9400000
Sedan,Civic,2018,1800,Automatic,Petrol,66000,5500000
Crossover,HS,2021,1500,Automatic,Petrol,24000,7300000
Hatchback,Note,2017,1198,Automatic,Hybrid,96000,4130000
SUV,Prado,2018,2700,Automatic,Petrol,34000,26800000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,144000,4850000
Hatchback,Mira,2020,660,Automatic,Petrol,95000,3550000
Crossover,Vezel,2017,1500,Automatic,Hybrid,110000,6890000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,48000,5750000
Hatchback,Pearl,2021,800,Manual,Petrol,13000,1600000
SUV,Prado,2018,2700,Automatic,Petrol,25000,29700000
Hatchback,Note,2020,1198,Automatic,Hybrid,53000,5900000
Crossover,HS,2022,1500,Automatic,Petrol,15000,7700000
Crossover,Vezel,2017,1500,Automatic,Hybrid,37500,8400000
Crossover,Vezel,2015,1500,Automatic,Hybrid,90000,5450000
Sedan,City,2019,1500,Automatic,Petrol,33000,3985000
MPV,Freed,2016,1500,Automatic,Petrol,75000,5650000
Hatchback,Dayz,2019,660,Automatic,Hybrid,38000,3575000
Crossover,Vezel,2015,1500,Automatic,Hybrid,80800,5850000
Crossover,Vezel,2015,1500,Automatic,Hybrid,125000,4450000
Hatchback,Alto,2020,660,Automatic,Petrol,78000,3475000
Sedan,A6,2017,1800,Automatic,Petrol,23294,19500000
MPV,Grand,2021,3470,Automatic,Petrol,7000,15000000
Hatchback,N,2021,660,Automatic,Petrol,24000,3895000
Crossover,HS,2021,1490,Automatic,Petrol,61000,6900000
Crossover,C-HR,2021,1800,Automatic,Hybrid,45000,8900000
Micro Van,Every,2021,660,Automatic,Petrol,23000,2275000
Hatchback,Passo,2018,1000,Automatic,Petrol,43000,3600000
Hatchback,Wagon,2017,660,Automatic,Hybrid,150000,2500000
Sedan,Corolla,2015,1300,Manual,Petrol,144000,3400000
Hatchback,Vitz,2018,996,Automatic,Petrol,38000,4500000
Sedan,Corolla,2017,1500,Automatic,Petrol,69000,7500000
Sedan,Ciaz,2018,1400,Automatic,Petrol,76412,3400000
Hatchback,Note,2019,1198,Automatic,Hybrid,76000,5300000
SUV,LX,2018,5700,Automatic,Petrol,20000,79500000
Hatchback,Alto,2015,660,Automatic,Petrol,100000,2650000
Hatchback,Mira,2019,660,Automatic,Petrol,32834,3490000
Hatchback,Mira,2020,660,Automatic,Petrol,41000,3700000
Mini Van,Hijet,2016,660,Automatic,Petrol,189,1420000
Van,Sienta,2017,1500,Automatic,Hybrid,105000,5350000
Crossover,HS,2021,1490,Automatic,Petrol,5000,7700000
Hatchback,Note,2019,1198,Automatic,Hybrid,62000,5500000
Crossover,Raize,2020,1000,Automatic,Petrol,16500,5950000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,60000,5400000
Hatchback,Passo,2018,1000,Automatic,Petrol,45700,3550000
Hatchback,Passo,2015,1000,Automatic,Petrol,80000,2550000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,111000,4300000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,115000,4995000
Micro Van,Every,2020,660,Automatic,Petrol,73725,1745000
Hatchback,EK,2015,660,Automatic,Petrol,130000,2295000
Micro Van,Clipper,2017,660,Automatic,Petrol,40000,2160000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,90000,6250000
MPV,Freed,2017,1500,Automatic,Petrol,82000,5900000
Sedan,Prius,2015,1800,Automatic,Petrol,156000,5175000
Hatchback,Dayz,2015,660,Automatic,Petrol,121000,2395000
Hatchback,Vitz,2018,996,Automatic,Petrol,122000,4350000
Hatchback,Mira,2015,660,Automatic,Petrol,90000,2050000
Crossover,Vezel,2017,1500,Automatic,Hybrid,62000,7400000
Hatchback,Cast,2020,660,Automatic,Petrol,14000,3950000
Sedan,Grace,2015,1500,Automatic,Hybrid,85000,4400000
Hatchback,Mira,2020,660,Automatic,Petrol,49000,3525000
Hatchback,Mira,2019,660,Automatic,Petrol,60000,3250000
MPV,Roomy,2020,1000,Automatic,Petrol,12000,4275000
SUV,Fortuner,2022,2800,Automatic,Diesel,25000,19500000
Mini Van,Hijet,2018,660,Manual,Petrol,89000,1420000
SUV,Sportage,2020,1999,Automatic,Petrol,21900,7325000
Sedan,Corolla,2018,1300,Manual,Petrol,92000,3625000
Hatchback,Dayz,2020,660,Automatic,Petrol,18000,3500000
Hatchback,Cast,2020,660,Automatic,Petrol,49948,3850000
Sedan,Saga,2021,1300,Automatic,Petrol,26000,2900000
Crossover,Vezel,2015,1500,Automatic,Hybrid,92000,5200000
Hatchback,Vitz,2018,1000,Automatic,Petrol,82000,4100000
Hatchback,Passo,2018,1000,Automatic,Petrol,38000,3850000
Hatchback,Passo,2020,1000,Automatic,Petrol,15800,4800000
Hatchback,Alto,2015,660,Automatic,Petrol,80000,3000000
Station Wagon,Corolla,2017,1500,Automatic,Petrol,169000,5900000
Hatchback,Dayz,2018,660,Automatic,Petrol,47000,3175000
Sedan,Prius,2017,1800,Automatic,Hybrid,100000,4800000
Crossover,Vezel,2018,1500,Automatic,Hybrid,95000,9000000
Mini Van,Note,2019,1198,Automatic,Hybrid,69000,5530000
Hatchback,Dayz,2020,660,Automatic,Hybrid,22000,4300000
Crossover,Vezel,2017,1500,Automatic,Petrol,53000,8250000
Compact SUV,ZS,2021,1490,Automatic,Petrol,49000,5250000
Hatchback,Yaris,2020,1500,Automatic,Petrol,111000,5200000
Sedan,Benz,2021,1500,Automatic,Petrol,9000,36500000
Micro Van,Every,2017,660,Automatic,Petrol,125000,2250000
Hatchback,Alto,2020,660,Automatic,Petrol,48000,3300000
Hatchback,Wagon,2015,660,Automatic,Petrol,115000,2675000
Mini Van,Hijet,2016,660,Automatic,Petrol,135000,1475000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,93246,4800000
SUV,Land,2016,4600,Automatic,Petrol,56000,42000000
Hatchback,Pixis,2021,660,Automatic,Petrol,17000,4200000
SUV,LX,2015,5700,Automatic,Petrol,24786,60000000
Sedan,Civic,2017,1800,Automatic,Petrol,1,5300000
Crossover,Vezel,2018,1500,Automatic,Hybrid,48000,7980000
Mini Van,Hijet,2018,660,Automatic,Petrol,98000,2475000
Micro Van,Every,2018,660,Automatic,Petrol,163619,2550000
Van,Sienta,2017,1500,Automatic,Hybrid,49747,6000000
Sedan,Crown,2015,2500,Automatic,Hybrid,19000,18200000
Hatchback,Alto,2015,660,Automatic,Petrol,145000,2290000
Hatchback,Passo,2018,1000,Automatic,Petrol,51480,3570000
Hatchback,Wagon,2018,660,Automatic,Hybrid,90000,4000000
Sedan,Prius,2015,1800,Automatic,Hybrid,80000,5200000
Hatchback,Alto,2021,660,Automatic,Petrol,15000,3800000
Hatchback,N,2015,660,Automatic,Petrol,127000,2800000
Van,Sienta,2016,1500,Automatic,Petrol,90000,6000000
Hatchback,Alto,2017,660,Automatic,Petrol,88000,2795000
Micro Van,Every,2016,660,Automatic,Petrol,790000,1450000
Hatchback,Mehran,2018,796,Manual,Petrol,75000,1510000
SUV,Prado,2017,2700,Automatic,Petrol,56000,28000000
Sedan,Civic,2017,1500,Automatic,Petrol,89000,5439000
Micro Van,Every,2018,660,Automatic,Petrol,130000,3085000
Hatchback,Aqua,2020,1500,Automatic,Hybrid,54000,6735000
Crossover,Vezel,2016,1500,Automatic,Petrol,61000,6800000
Hatchback,Aqua,2021,1500,Automatic,Hybrid,4000,8800000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,137000,5430000
Hatchback,Dayz,2015,660,Automatic,Petrol,55000,2300000
Crossover,Vezel,2018,1500,Automatic,Petrol,48019,9000000
Hatchback,Mira,2020,660,Automatic,Petrol,64500,3525000
Crossover,Vezel,2018,1500,Automatic,Hybrid,43000,7800000
Hatchback,Aqua,2019,1500,Automatic,Hybrid,78000,6500000
Micro Van,Every,2018,660,Automatic,Petrol,45000,2375000
Hatchback,N,2018,660,Automatic,Petrol,4600,3300000
Sedan,A5,2018,1400,Automatic,Petrol,39000,17000000
Crossover,Vezel,2022,1500,Automatic,Hybrid,49000,11500000
Crossover,C-HR,2019,1800,Automatic,Hybrid,43500,7900000
Crossover,Raize,2022,1200,Automatic,Hybrid,18500,9000000
Hatchback,Passo,2018,1000,Automatic,Petrol,55000,4300000
Hatchback,N,2015,660,Automatic,Petrol,66000,2995000
Hatchback,Note,2018,1200,Automatic,Hybrid,46126,4375000
Hatchback,Vitz,2019,1000,Automatic,Petrol,37000,4550000
Hatchback,N,2018,660,Automatic,Petrol,63000,2995000
Hatchback,N,2015,660,Automatic,Petrol,82000,2795000
Hatchback,Cast,2017,660,Automatic,Petrol,55000,3195000
Crossover,HS,2021,1500,Automatic,Petrol,25400,6950000
Mini Van,Hijet,2015,660,Automatic,Petrol,100500,1850000
Hatchback,N,2015,660,Automatic,Petrol,85000,2800000
Hatchback,Passo,2018,1000,Automatic,Petrol,40000,3575000
Hatchback,Vitz,2017,1000,Automatic,Petrol,78000,3650000
Crossover,C-HR,2017,1800,Automatic,Hybrid,27000,8500000
Hatchback,Dayz,2018,660,Automatic,Petrol,28000,2950000
Hatchback,N,2015,660,Automatic,Petrol,70000,2900000
Hatchback,Mira,2015,660,Automatic,Petrol,54500,2390000
SUV,Land,2018,4600,Automatic,Petrol,26000,56000000
Hatchback,Pixis,2016,660,Automatic,Petrol,62400,2650000
Hatchback,Dayz,2017,660,Automatic,Petrol,64500,3150000
Hatchback,Alto,2021,660,Automatic,Petrol,25000,3625000
Hatchback,Dayz,2020,660,Automatic,Hybrid,31000,3950000
Mini Van,Note,2019,1198,Automatic,Hybrid,60000,5400000
Hatchback,Move,2020,660,Automatic,Petrol,13097,4200000
Crossover,HS,2022,1500,Automatic,Petrol,23000,7350000
MPV,Prius,2018,1800,Automatic,Petrol,38072,9600000
Double Cabin,Hilux,2019,2800,Automatic,Diesel,101000,10600000
Sedan,A5,2019,1400,Automatic,Petrol,53000,17500000
Sedan,Benz,2016,1600,Automatic,Petrol,100000,15000000
Sedan,Civic,2021,1800,Automatic,Petrol,29000,6675000
Sedan,Benz,2015,1600,Automatic,Petrol,80000,17000000
Sedan,Benz,2021,1500,Automatic,Petrol,9000,36000000
Hatchback,Aqua,2020,1500,Automatic,Hybrid,9000,7200000
Hatchback,Note,2020,1200,Automatic,Hybrid,2000,6500000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,100000,3970000
Hatchback,Mira,2017,660,Automatic,Petrol,71000,2850000
Hatchback,Wagon,2017,660,Automatic,Hybrid,90000,3190000
Hatchback,N,2016,660,Automatic,Petrol,62000,3090000
Crossover,X1,2017,1500,Manual,Petrol,109000,7990000
Sedan,Prius,2018,1800,Automatic,Hybrid,102000,8650000
Crossover,Vezel,2018,1500,Automatic,Hybrid,51000,7600000
Sedan,Ciaz,2018,1400,Manual,Petrol,30800,3200000
Van,Serena,2018,2000,Automatic,Hybrid,97000,7700000
Van,Serena,2018,2000,Automatic,Hybrid,86000,7700000
Hatchback,Vitz,2019,996,Automatic,Petrol,30738,4190000
Crossover,Stonic,2022,1368,Automatic,Petrol,37000,5390000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,106000,5375000
SUV,Land,2018,4600,Automatic,Petrol,49000,48900000
Crossover,C-HR,2018,1800,Automatic,Hybrid,65000,8900000
